Дата,Товар,Количество,Цена за единицу
2025-06-21,Кроссовки,26,15.76
2025-07-20,Книга,27,9.45
2025-05-30,Очки,1,7.97
2025-06-07,Сумка,6,11.06
2025-02-22,Футболка,17,4.61
2025-01-01,Кепка,13,2.9
2025-05-10,Шорты,8,8.62
2025-05-21,Игрушка,16,9.32
2025-06-11,Штаны,22,6.86
2025-01-16,Кепка,6,15.37
2025-08-05,Футболка,2,10.77
2025-11-07,Шорты,29,14.37
2025-03-19,Кроссовки,9,5.78
2025-02-12,Книга,16,13.81
2025-04-23,Футболка,9,15.86
2025-01-07,Очки,27,12.03
2025-09-14,Книга,31,11.4
2025-08-19,Ручка,8,16.15
2025-06-21,Планшет,8,6.73
2025-12-21,Книга,2,12.46
2025-04-02,Набор пакетов,33,11.05
2025-04-15,Часы,21,8.4
2025-08-26,Чипсы,26,7.32
2025-10-22,Шорты,32,3.16
2025-09-04,Штаны,27,1.11
2025-01-29,Сумка,26,15.02
2025-06-30,Очки,17,16.52
2025-05-17,Кроссовки,27,15.02
2025-04-23,Кепка,31,1.11
2025-06-17,Сумка,7,2.34
2025-04-23,Шорты,26,5.11
2025-04-26,Ложка,29,2.14
2025-03-13,Чипсы,3,12.54
2025-05-28,Футболка,26,8.05
2025-07-22,Книга,31,8.66
2025-05-03,Телефон,1,5.72
2025-10-02,Набор пакетов,32,7.2
2025-01-04,Книга,24,17.85
2025-05-31,Штаны,33,4.27
2025-04-17,Планшет,23,16.81
2025-03-15,Сумка,31,12.98
2025-04-25,Чипсы,32,17.48
2025-11-01,Ложка,30,6.31
2025-09-16,Книга,13,1.26
2025-03-09,Шорты,21,10.72
2025-01-08,Ложка,21,16.88
2025-07-13,Кепка,22,4.58
2025-06-19,Ноутбук,11,3.58
2025-06-07,Чипсы,1,4.67
2025-01-25,Чипсы,29,14.26
2025-06-20,Свитер,1,13.48
2025-06-11,Набор пакетов,7,3.79
2025-12-05,Набор пакетов,25,1.28
2025-07-21,Игрушка,21,12.14
2025-12-01,Кепка,17,10.69
2025-06-18,Очки,13,18.15
2025-03-08,Кроссовки,13,15.13
2025-10-01,Шорты,27,15.75
2025-06-24,Футболка,5,4.17
2025-04-16,Чипсы,28,12.86
2025-03-14,Ноутбук,3,18.25
2025-11-15,Книга,20,18.58
2025-12-05,Кроссовки,25,4.62
2025-09-02,Чипсы,4,7.03
2025-06-15,Очки,22,13.04
2025-11-09,Игрушка,26,17.54
2025-04-06,Штаны,8,14.46
2025-12-22,Чипсы,12,1.65
2025-12-07,Сумка,18,16.91
2025-11-04,Шорты,31,16.81
2025-05-26,Сумка,27,8.89
2025-07-17,Свитер,18,13.81
2025-10-16,Штаны,3,10.44
2025-11-30,Свитер,20,16.73
2025-09-06,Ноутбук,22,9.51
2025-07-11,Планшет,6,10.11
2025-09-03,Штаны,7,2.4
2025-08-30,Ложка,17,14.28
2025-02-13,Футболка,12,17.35
2025-02-10,Кепка,18,3.19
2025-12-01,Ложка,29,9.88
2025-03-26,Телефон,27,17.9
2025-10-29,Книга,1,4.82
2025-11-21,Кроссовки,10,14.85
2025-01-25,Кепка,26,15.9
2025-10-25,Телефон,16,12.85
2025-12-18,Кепка,14,15.09
2025-12-24,Ноутбук,14,8.05
2025-04-05,Кепка,11,17.11
2025-05-24,Планшет,19,17.02
2025-03-29,Шорты,2,13.95
2025-11-13,Ручка,30,10.87
2025-08-09,Сумка,15,18.42
2025-05-05,Планшет,31,14.07
2025-07-31,Штаны,23,10.65
2025-11-21,Чипсы,7,4.73
2025-03-25,Шорты,29,12.45
2025-10-19,Книга,32,8.8
2025-05-08,Сумка,29,15.18
2025-10-25,Кроссовки,12,12.63
2025-08-28,Сумка,25,17.94
2025-05-29,Ручка,5,12.55
2025-07-17,Свитер,21,2.11
2025-03-14,Планшет,10,1.83
2025-06-25,Свитер,14,12.59
2025-11-30,Игрушка,7,12.48
2025-07-14,Ручка,5,16.53
2025-10-18,Штаны,16,7.31
2025-11-30,Свитер,1,8.96
2025-03-06,Телефон,6,14.29
2025-04-25,Сумка,7,17.86
2025-11-04,Книга,26,14.85
2025-07-20,Ноутбук,10,17.41
2025-02-07,Ручка,24,9.26
2025-03-04,Ручка,33,13.84
2025-04-07,Футболка,21,3.01
2025-10-05,Игрушка,9,12.7
2025-12-11,Часы,6,12.49
2025-02-28,Телефон,19,7.64
2025-11-27,Сумка,9,17.16
2025-06-05,Книга,19,12.58
2025-05-22,Набор пакетов,5,16.53
2025-08-19,Чипсы,21,15.97
2025-07-14,Игрушка,30,15.94
2025-09-26,Свитер,4,2.98
2025-02-12,Ноутбук,16,8.19
2025-11-29,Очки,2,10.68
2025-12-17,Штаны,11,18.42
2025-11-01,Набор пакетов,19,6.08
2025-06-07,Планшет,18,17.39
2025-09-05,Штаны,24,4.26
2025-05-01,Кроссовки,29,7.02
2025-04-28,Набор пакетов,21,6.08
2025-11-10,Набор пакетов,4,4.11
2025-09-23,Кепка,4,13.81
2025-10-18,Чипсы,16,9.96
2025-10-10,Ноутбук,22,13.73
2025-11-29,Телефон,12,10.38
2025-05-05,Телефон,15,10.6
2025-09-08,Ручка,12,6.59
2025-02-16,Набор пакетов,21,7.79
2025-10-07,Шорты,25,15.08
2025-04-23,Ложка,6,7.76
2025-10-14,Часы,24,1.73
2025-02-15,Набор пакетов,1,11.3
2025-06-22,Ложка,27,5.24
2025-06-17,Кепка,25,7.92
2025-07-08,Часы,27,1.75
2025-11-28,Очки,10,9.78
2025-03-05,Свитер,16,11.8
2025-06-24,Планшет,12,5.71
2025-03-24,Свитер,11,14.84
2025-04-02,Футболка,33,13.46
2025-06-06,Очки,18,13.29
2025-02-20,Игрушка,28,12.85
2025-10-05,Книга,13,16.53
2025-03-24,Штаны,23,15.91
2025-11-28,Телефон,11,5.59
2025-04-18,Часы,6,17.44
2025-03-22,Футболка,23,14.6
2025-09-12,Кроссовки,5,12.8
2025-11-14,Свитер,1,6.83
2025-02-18,Кепка,21,4.4
2025-03-29,Набор пакетов,6,16.09
2025-05-20,Кепка,18,17.72
2025-02-08,Набор пакетов,30,15.01
2025-08-20,Ноутбук,27,5.33
2025-03-29,Набор пакетов,22,16.61
2025-02-02,Шорты,6,18.8
2025-10-09,Ноутбук,4,1.32
2025-05-06,Ноутбук,22,9.74
2025-09-13,Набор пакетов,4,4.19
2025-03-26,Кроссовки,10,9.48
2025-10-31,Сумка,22,16.7
2025-08-27,Шорты,12,6.28
2025-09-27,Набор пакетов,1,4.21
2025-05-24,Ноутбук,23,4.85
2025-10-04,Игрушка,32,16.23
2025-01-11,Шорты,20,13.23
2025-03-22,Сумка,16,17.09
2025-03-16,Ложка,11,7.74
2025-03-17,Ложка,2,17.78
2025-10-28,Ноутбук,3,7.74
2025-03-18,Кепка,6,3.71
2025-01-29,Ручка,11,13.01
2025-10-20,Чипсы,23,3.54
2025-11-27,Книга,23,6.99
2025-08-27,Кепка,25,5.61
2025-10-05,Шорты,15,9.99
2025-08-06,Ложка,21,6.53
2025-04-02,Набор пакетов,29,2.32
2025-05-23,Штаны,12,6.98
2025-02-06,Шорты,20,5.11
2025-04-19,Часы,32,15.51
2025-11-18,Чипсы,19,14.16
2025-02-01,Ручка,32,4.84
2025-10-23,Телефон,30,1.37
2025-12-07,Кепка,26,2.9
2025-08-15,Ручка,3,7.22
2025-06-27,Ложка,29,18.6
2025-01-24,Шорты,28,1.38
2025-07-06,Игрушка,32,6.05
2025-09-23,Футболка,12,13.33
2025-09-16,Чипсы,21,12.09
2025-12-21,Набор пакетов,18,2.09
2025-06-29,Ложка,11,15.34
2025-01-18,Очки,29,18.14
2025-06-12,Ложка,33,10.14
2025-01-08,Часы,32,11.45
2025-02-01,Набор пакетов,33,13.79
2025-11-03,Кепка,18,9.82
2025-03-17,Кроссовки,18,18.43
2025-08-11,Очки,5,8.02
2025-07-09,Кепка,21,18.36
2025-08-12,Набор пакетов,20,11.91
2025-03-31,Набор пакетов,14,9.96
2025-01-03,Шорты,2,1.88
2025-09-08,Чипсы,4,3.73
2025-08-03,Ноутбук,22,5.59
2025-11-06,Сумка,31,16.02
2025-02-26,Ручка,31,8.71
2025-10-14,Очки,13,12.73
2025-05-23,Кроссовки,25,10.16
2025-11-13,Футболка,21,7.58
2025-04-04,Телефон,3,18.7
2025-04-25,Штаны,7,3.01
2025-06-07,Кепка,4,13.13
2025-12-20,Игрушка,18,11.78
2025-03-28,Футболка,23,11.19
2025-11-19,Штаны,33,14.04
2025-12-07,Очки,30,13.68
2025-10-10,Сумка,15,8.75
2025-03-01,Сумка,23,7.86
2025-06-22,Телефон,1,6.87
2025-11-26,Ручка,18,5.32
2025-04-26,Игрушка,21,15.04
2025-01-08,Книга,1,7.79
2025-11-05,Планшет,30,1.73
2025-08-08,Игрушка,11,1.49
2025-02-08,Набор пакетов,11,15.31
2025-11-15,Чипсы,5,2.85
2025-07-05,Очки,9,6.4
2025-06-25,Телефон,32,4.47
2025-08-09,Планшет,31,8.06
2025-11-07,Шорты,26,7.35
2025-07-25,Кепка,21,5.25
2025-11-02,Футболка,17,6.49
2025-08-20,Часы,23,12.57
2025-02-02,Часы,21,9.85
2025-03-21,Футболка,30,2.94
2025-04-16,Ложка,29,18.35
2025-03-22,Ноутбук,13,11.22
2025-08-29,Свитер,25,13.27
2025-08-21,Сумка,24,6.26
2025-01-10,Ручка,17,18.29
2025-11-11,Ложка,3,1.4
2025-10-24,Ручка,30,11.29
2025-06-16,Очки,32,2.06
2025-10-18,Чипсы,18,6.41
2025-07-12,Часы,17,14.57
2025-08-07,Книга,30,14.4
2025-11-13,Игрушка,13,10.83
2025-11-23,Телефон,8,16.33
2025-12-24,Ноутбук,6,10.7
2025-01-19,Свитер,23,13.58
2025-09-10,Сумка,4,11.27
2025-03-11,Кроссовки,19,17.95
2025-11-10,Игрушка,4,8.98
2025-04-21,Книга,3,9.82
2025-07-11,Планшет,8,9.21
2025-01-02,Часы,15,10.66
2025-01-23,Очки,12,10.55
2025-08-18,Планшет,4,15.86
2025-04-14,Кепка,3,2.39
2025-08-21,Игрушка,27,6.54
2025-12-18,Футболка,6,14.37
2025-11-24,Ноутбук,19,8.13
2025-10-26,Планшет,16,8.4
2025-02-25,Игрушка,20,12.92
2025-05-09,Книга,6,6.81
2025-09-08,Кепка,32,3.91
2025-12-31,Набор пакетов,7,16.57
2025-07-11,Часы,1,2.85
2025-01-14,Игрушка,25,3.99
2025-04-28,Телефон,15,1.34
2025-06-11,Кепка,12,11.44
2025-04-24,Игрушка,32,4.42
2025-05-23,Ноутбук,9,13.3
2025-06-30,Кепка,22,11.62
2025-07-06,Кроссовки,3,7.29
2025-11-09,Телефон,3,6.14
2025-06-23,Набор пакетов,10,6.92
2025-09-22,Планшет,11,12.61
2025-02-02,Футболка,28,18.62
2025-01-15,Футболка,30,3.61
2025-03-04,Книга,10,12.33
2025-02-19,Ручка,5,12.62
2025-05-05,Кроссовки,32,9.89
2025-07-27,Чипсы,10,18.55
2025-06-28,Чипсы,5,13.81
2025-12-29,Ложка,5,3.21
2025-09-20,Ноутбук,16,10.1
2025-06-05,Чипсы,13,15.64
2025-12-30,Планшет,5,18.82
2025-04-30,Часы,23,17.59
2025-05-29,Телефон,21,11.73
2025-11-21,Кепка,1,12.88
2025-10-11,Штаны,16,18.86
2025-02-21,Сумка,16,4.63
2025-10-09,Набор пакетов,17,9.51
2025-06-28,Игрушка,3,4.76
2025-05-08,Часы,2,2.68
2025-01-14,Часы,17,11.62
2025-05-05,Штаны,31,1.65
2025-05-14,Набор пакетов,5,16.74
2025-07-05,Шорты,30,18.78
2025-07-29,Штаны,30,9.55
2025-09-03,Очки,23,12.53
2025-10-31,Ручка,27,9.05
2025-01-01,Сумка,29,13.75
2025-12-02,Планшет,18,16.72
2025-04-11,Сумка,32,3.95
2025-01-19,Книга,4,13.29
2025-01-10,Кепка,4,18.25
2025-05-13,Кепка,22,5.59
2025-11-22,Штаны,25,16.83
2025-10-20,Кроссовки,22,12.88
2025-04-06,Телефон,13,17.6
2025-12-02,Часы,30,6.38
2025-05-18,Игрушка,22,9.33
2025-02-10,Книга,28,5.81
2025-10-03,Часы,30,3.11
2025-02-26,Телефон,13,18.88
2025-12-09,Ноутбук,29,15.45
2025-04-09,Шорты,32,10.24
2025-04-30,Чипсы,25,7.05
2025-04-10,Чипсы,8,15.17
2025-03-09,Кроссовки,9,14.78
2025-12-24,Свитер,25,18.93
2025-06-12,Очки,15,10.46
2025-01-22,Набор пакетов,9,15.08
2025-02-27,Телефон,1,8.18
2025-11-15,Часы,14,1.96
2025-06-23,Часы,19,12.23
2025-10-08,Книга,12,10.06
2025-09-19,Набор пакетов,16,11.37
2025-11-28,Кепка,29,16.05
2025-12-28,Планшет,3,8.01
2025-10-15,Часы,18,2.7
2025-03-11,Чипсы,32,3.15
2025-05-01,Набор пакетов,17,12.84
2025-07-01,Ручка,29,7.97
2025-10-19,Кроссовки,18,16.91
2025-06-27,Футболка,3,6.21
2025-05-07,Телефон,3,7.28
2025-01-22,Ложка,23,9.92
2025-12-21,Книга,24,14.09
2025-05-15,Ручка,32,17.09
2025-11-07,Планшет,23,12.11
2025-06-26,Штаны,4,13.68
2025-07-05,Часы,13,9.92
2025-06-06,Ноутбук,7,11.63
2025-03-13,Кепка,32,15.26
2025-04-14,Чипсы,13,3.89
2025-02-16,Книга,12,17.41
2025-03-11,Чипсы,18,9.65
2025-07-26,Ноутбук,13,2.71
2025-05-08,Телефон,19,3.9
2025-10-08,Сумка,3,7.19
2025-08-06,Кепка,23,8.63
2025-06-03,Игрушка,24,15.64
2025-07-30,Сумка,18,16.08
2025-07-12,Футболка,22,4.77
2025-11-20,Сумка,8,8.39
2025-08-10,Планшет,29,14.53
2025-01-27,Свитер,5,9.15
2025-12-30,Сумка,13,10.2
2025-07-22,Ложка,14,17.6
2025-06-09,Ноутбук,11,8.98
2025-02-15,Набор пакетов,32,9.03
2025-08-04,Ложка,3,11.68
2025-09-02,Набор пакетов,11,2.05
2025-06-17,Кроссовки,31,18.29
2025-10-16,Набор пакетов,25,11.55
2025-04-19,Телефон,17,7.69
2025-04-23,Штаны,30,3.51
2025-11-17,Набор пакетов,9,11.89
2025-01-11,Штаны,8,1.03
2025-12-19,Планшет,21,9.77
2025-12-22,Штаны,2,13.99
2025-12-22,Чипсы,12,6.71
2025-01-17,Набор пакетов,7,5.85
2025-03-27,Футболка,3,17.03
2025-09-14,Штаны,22,1.09
2025-12-05,Сумка,30,17.66
2025-11-02,Кроссовки,2,16.87
2025-02-22,Ноутбук,25,17.52
2025-07-02,Сумка,18,12.2
2025-05-11,Сумка,24,13.58
2025-12-31,Набор пакетов,30,12.75
2025-11-15,Ложка,20,11.57
2025-12-13,Игрушка,31,8.65
2025-02-07,Часы,7,1.33
2025-01-06,Футболка,22,2.81
2025-04-08,Кроссовки,6,9.37
2025-06-14,Чипсы,3,8.84
2025-10-10,Футболка,11,17.62
2025-12-15,Планшет,17,10.91
2025-01-20,Ноутбук,23,7.37
2025-07-04,Ручка,15,7.76
2025-02-15,Часы,20,4.64
2025-04-21,Штаны,4,11.73
2025-08-03,Свитер,32,13.03
2025-10-01,Штаны,19,9.49
2025-07-02,Телефон,6,8.43
2025-10-09,Телефон,20,17.75
2025-10-21,Футболка,4,3.61
2025-02-23,Планшет,26,16.45
2025-10-14,Ноутбук,28,8.23
2025-03-30,Футболка,2,17.93
2025-09-22,Чипсы,10,13.19
2025-01-25,Очки,22,18.16
2025-04-14,Набор пакетов,7,14.3
2025-08-15,Ложка,23,9.14
2025-03-11,Свитер,3,8.93
2025-07-02,Часы,29,7.36
2025-09-20,Штаны,20,15.25
2025-03-02,Планшет,30,1.52
2025-03-05,Телефон,9,5.04
2025-03-20,Кепка,15,13.19
2025-08-23,Сумка,31,14.94
2025-12-06,Футболка,25,2.93
2025-06-17,Ручка,19,15.26
2025-01-07,Ручка,24,10.76
2025-11-30,Шорты,16,12.4
2025-01-25,Планшет,15,3.95
2025-07-08,Футболка,7,12.36
2025-06-04,Часы,30,17.56
2025-02-17,Книга,21,9.91
2025-07-29,Шорты,4,8.78
2025-06-27,Ручка,19,2.85
2025-01-28,Книга,7,9.69
2025-12-11,Планшет,4,2.4
2025-04-25,Футболка,13,18.6
2025-05-23,Ноутбук,13,1.12
2025-10-21,Планшет,31,7.13
2025-07-28,Сумка,33,16.04
2025-02-17,Набор пакетов,25,13.23
2025-01-07,Штаны,17,15.45
2025-05-16,Шорты,5,18.39
2025-05-21,Сумка,9,2.94
2025-11-17,Сумка,19,7.92
2025-10-17,Книга,23,10.1
2025-01-14,Штаны,3,5.55
2025-11-17,Футболка,10,6.16
2025-01-14,Чипсы,10,7.44
2025-07-27,Кепка,18,12.89
2025-02-17,Кроссовки,9,5.61
2025-03-13,Ложка,10,1.97
2025-05-20,Часы,19,14.22
2025-02-28,Планшет,4,8.03
2025-02-28,Ложка,25,17.53
2025-12-21,Штаны,5,12.93
2025-12-21,Сумка,10,14.26
2025-01-16,Книга,13,11.76
2025-12-05,Сумка,29,16.69
2025-06-21,Очки,21,12.18
2025-07-24,Ложка,14,15.1
2025-10-08,Штаны,8,16.35
2025-06-16,Штаны,18,16.2
2025-02-19,Очки,29,11.0
2025-10-14,Ложка,16,15.17
2025-07-11,Ложка,18,11.43
2025-05-14,Кроссовки,11,10.77
2025-11-09,Футболка,13,14.72
2025-11-10,Кепка,32,11.24
2025-12-15,Телефон,17,15.26
2025-10-01,Штаны,3,15.57
2025-05-28,Штаны,27,9.51
2025-04-12,Планшет,3,8.22
2025-12-13,Свитер,25,2.49
2025-08-24,Чипсы,17,11.11
2025-01-14,Кроссовки,5,9.58
2025-02-20,Кроссовки,16,17.16
2025-09-20,Чипсы,30,11.99
2025-08-02,Шорты,32,14.6
2025-02-25,Кепка,28,13.16
2025-09-13,Футболка,25,13.57
2025-05-02,Шорты,14,17.41
2025-11-06,Ложка,11,2.35
2025-02-04,Набор пакетов,22,14.16
2025-02-19,Игрушка,17,12.37
2025-06-25,Телефон,3,17.76
2025-08-31,Книга,32,8.83
2025-05-23,Футболка,26,10.36
2025-02-09,Сумка,24,15.82
2025-11-18,Штаны,19,12.18
2025-06-25,Часы,5,6.31
2025-12-12,Сумка,17,10.73
2025-09-03,Футболка,26,11.53
2025-05-03,Планшет,14,12.18
2025-05-20,Книга,27,13.5
2025-11-16,Ноутбук,19,3.79
2025-03-07,Телефон,26,4.0
2025-08-28,Кроссовки,22,10.53
2025-07-24,Игрушка,21,13.74
2025-03-01,Телефон,24,10.43
2025-05-20,Телефон,4,11.18
2025-03-31,Очки,6,7.55
2025-09-12,Чипсы,5,5.1
2025-05-27,Часы,3,16.07
2025-10-09,Ложка,16,12.31
2025-12-06,Игрушка,27,11.22
2025-11-14,Сумка,2,1.31
2025-01-24,Ложка,32,17.02
2025-08-20,Ложка,22,5.36
2025-08-24,Очки,14,15.5
2025-04-01,Чипсы,9,8.1
2025-01-24,Кепка,26,12.68
2025-06-12,Кепка,4,9.05
2025-12-17,Шорты,12,14.27
2025-09-28,Ноутбук,16,6.93
2025-05-12,Кепка,23,16.98
2025-01-16,Штаны,2,14.7
2025-01-12,Кроссовки,13,6.13
2025-08-22,Игрушка,25,12.92
2025-07-03,Ручка,33,18.95
2025-03-15,Планшет,26,10.47
2025-11-28,Кроссовки,4,2.7
2025-03-22,Свитер,13,13.14
2025-03-26,Ручка,28,1.08
2025-09-03,Ручка,31,6.55
2025-07-13,Книга,9,17.58
2025-12-31,Книга,27,16.9
2025-10-01,Сумка,2,5.19
2025-05-22,Штаны,12,11.97
2025-01-07,Игрушка,33,14.56
2025-10-12,Шорты,10,1.24
2025-09-26,Штаны,26,4.44
2025-05-06,Свитер,28,11.05
2025-09-25,Чипсы,15,18.55
2025-01-04,Планшет,11,17.86
2025-06-11,Ручка,10,5.4
2025-04-15,Часы,14,14.44
2025-12-27,Кепка,10,12.52
2025-03-20,Шорты,4,1.41
2025-06-18,Ложка,26,18.62
2025-07-09,Кепка,25,1.75
2025-08-11,Книга,11,12.77
2025-03-04,Ноутбук,31,14.84
2025-09-07,Кепка,26,2.53
2025-08-13,Свитер,8,11.05
2025-12-29,Очки,31,5.42
2025-05-14,Часы,24,5.64
2025-07-14,Сумка,18,7.1
2025-06-21,Планшет,2,4.66
2025-09-06,Очки,29,18.29
2025-08-18,Набор пакетов,5,9.12
2025-06-05,Планшет,10,5.87
2025-04-13,Набор пакетов,9,16.03
2025-04-21,Кроссовки,10,6.05
2025-06-10,Игрушка,4,4.24
2025-05-10,Шорты,2,7.57
2025-10-10,Чипсы,19,18.54
2025-07-14,Планшет,23,4.92
2025-07-17,Сумка,5,6.57
2025-08-08,Кроссовки,14,15.11
2025-07-19,Часы,16,1.41
2025-05-10,Планшет,29,1.29
2025-10-02,Часы,24,6.84
2025-12-02,Очки,32,6.12
2025-03-18,Телефон,6,1.89
2025-10-18,Набор пакетов,13,5.95
2025-03-22,Чипсы,24,1.57
2025-08-22,Телефон,4,16.93
2025-04-02,Кепка,31,4.67
2025-11-11,Ручка,5,10.25
2025-01-19,Набор пакетов,17,14.21
2025-02-14,Игрушка,19,17.33
2025-04-27,Часы,28,2.76
2025-11-19,Очки,2,8.76
2025-04-25,Шорты,26,12.81
2025-06-03,Футболка,23,1.65
2025-04-19,Кроссовки,5,18.87
2025-03-02,Ложка,29,7.11
2025-08-12,Телефон,28,2.28
2025-01-16,Игрушка,18,18.94
2025-07-27,Планшет,10,6.67
2025-11-01,Телефон,7,11.88
2025-11-23,Футболка,11,10.49
2025-05-20,Кепка,32,2.34
2025-06-06,Ноутбук,30,15.22
2025-04-18,Книга,19,7.21
2025-02-21,Книга,24,7.17
2025-07-04,Ноутбук,23,8.59
2025-10-19,Кепка,7,14.3
2025-09-12,Чипсы,16,18.97
2025-08-11,Кроссовки,10,9.17
2025-11-13,Шорты,32,1.07
2025-09-24,Свитер,24,14.25
2025-09-05,Ноутбук,4,2.22
2025-03-10,Часы,1,14.61
2025-04-23,Телефон,26,4.63
2025-04-18,Сумка,33,10.25
2025-08-21,Футболка,10,6.92
2025-10-31,Книга,8,17.19
2025-01-23,Штаны,17,9.33
2025-12-15,Книга,5,2.87
2025-08-07,Кроссовки,24,4.12
2025-08-09,Игрушка,19,6.98
2025-06-26,Кепка,22,7.29
2025-11-24,Сумка,32,5.4
2025-04-19,Свитер,10,10.05
2025-11-16,Ручка,12,8.04
2025-11-02,Набор пакетов,20,2.45
2025-06-05,Телефон,15,11.18
2025-05-22,Игрушка,26,11.57
